monthly_fee,days_active_last_30,sessions_last_30,support_tickets_last_30,payments_failed_last_90,avg_session_duration,feature_usage_score,last_login_days_ago,activity_score,payment_risk_score,days_since_signup,usage_per_session,support_intensity,country_BR,country_DE,country_ES,country_FR,country_IN,country_NL,country_PL,country_US,plan_type_basic,plan_type_premium,plan_type_standard,engagement_level_high,engagement_level_low,engagement_level_medium,churn
0.13651289048308832,-0.1696861432200014,-0.09063360845442939,-0.9912893940274369,0.8273933276360956,0.38888996677233234,-0.27766556483609567,0.3972033425811589,-0.16774088607780363,0.8622966920727044,-1.5588766867550996,-0.33817127368267275,-0.2961786813195187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.682468476466425,0.44490996125538607,0.9866650966886596,-0.9912893940274369,-0.6305684831764077,0.034219321124586186,0.3290464921632254,0.6122711422866933,0.7204519902346698,-0.6455445181090737,-1.3736872172584005,-0.6168495289355448,-0.2961786813195187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.9923102417530539,-0.4769841954576951,-0.13747268259108544,-0.9912893940274369,0.8273933276360956,-0.10210232571579211,-0.16241023163967844,-0.4630678562409785,-0.31734812415120567,0.8622966920727044,0.947091453668318,-0.2275174833976088,-0.2961786813195187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.6863497631503285,0.5985589873742329,0.284078984638819,-0.029456143303422836,-0.6305684831764077,0.4455279002733492,0.552571986847186,-0.8932034556520472,0.5447535042792087,-0.6455445181090737,-0.8102384058109969,-0.18771038690248304,-0.19790470255612685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.9048124267553617,-0.7842822476953888,-0.6527024980943019,-0.029456143303422836,2.285355138448599,-0.5266915237544486,-0.5725395991178381,-0.4630678562409785,-0.7733826996709798,2.3701379022544824,-0.7077931673660144,0.1479445966510774,-0.08228825695213647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.6892003266155713,1.8277511963250077,1.595573060465188,-0.029456143303422836,0.8273933276360956,0.31936202081936027,1.5125341559809802,-1.1082712553575815,1.9114032997419248,0.8622966920727044,-0.6920323614514017,-0.4660170643281749,-0.24023810879266486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.7500123472074173,-1.2452293260519294,-0.79321972050427,1.8942103581446053,-0.6305684831764077,-0.30873313138501857,-1.3453989546210852,0.8273389419922277,-1.2213865776493453,-0.6455445181090737,-1.5785776941483656,-0.49010756698397695,0.482993578875945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.7889700478990687,-0.630633221576542,-0.746380646367614,-0.029456143303422836,0.8273933276360956,-0.2977961511227533,-0.7307038442401942,0.3972033425811589,-0.7688732415041634,0.8622966920727044,0.9667924610615839,0.17969641522853477,-0.053769533703152184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.7918206113643116,0.7522080134930798,0.1904008363655069,0.9323771074205912,-0.6305684831764077,-0.03608983770426207,1.106396315193606,-1.1082712553575815,0.6951445020843751,-0.6455445181090737,-0.9126836442559794,0.15598558467524998,-0.08839941193406169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.0208158764054818,-1.0915802999330826,-0.8868978687775821,-0.029456143303422836,0.8273933276360956,0.12093395034683246,-0.9647070964874651,0.8273389419922277,-1.106469226834023,0.8622966920727044,0.6082341265041452,0.2539059579217304,0.006832753200939426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.6141354886975112,-0.016037117101154522,0.14356176222885084,-0.029456143303422836,-0.6305684831764077,0.21272646326227346,0.3654691732166388,0.18213554287562456,0.14009494711840537,-0.6455445181090737,0.6200547309401048,-0.17259563587670806,-0.1892334691358276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.206021966249349,0.44490996125538607,1.0803432449619716,2.8560436088686196,-0.6305684831764077,-0.4755220803845645,0.7536451438954809,-1.1082712553575815,0.8472052488832995,-0.6455445181090737,0.6121743279827984,-0.5122676565604707,-0.026835183968000362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
2.183217458527407,1.2131550918496203,0.284078984638819,-0.9912893940274369,-0.6305684831764077,-0.047417424404465384,0.7785921857128871,-0.8932034556520472,0.8977520721637366,-0.6455445181090737,0.6752175516412491,-0.08266602935515108,-0.2961786813195187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.816525494729749,0.7522080134930798,0.37775713291213103,0.9323771074205912,2.285355138448599,-0.05288591453559806,-0.1549261190944566,-1.3233390550631159,0.5162201065083193,2.3701379022544824,-0.2940720121074313,-0.5628897287594051,-0.10971010623000599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.0531222623449001,1.674102170206161,0.7993088001420354,-0.9912893940274369,-0.6305684831764077,0.9029280390988017,1.8218774745168185,-0.6781356559465128,1.5601880692180778,-0.6455445181090737,1.5302412725089876,-0.018991120778481935,-0.2961786813195187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.7614146010683884,0.9058570396119267,-0.4185071274110217,0.9323771074205912,-0.6305684831764077,-0.16616178153763161,-0.19334456349326246,-0.6781356559465128,0.24709518875924072,-0.6455445181090737,-0.5068428919547026,0.08210553622051221,0.03437924724825383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.14791514434405953,0.13761190901769232,-0.3248289791377096,-0.9912893940274369,-0.6305684831764077,-0.07241623643250038,0.17986318209513596,1.4725423411088308,-0.020041932568697258,-0.6455445181090737,0.809184401915457,0.22493578931929895,-0.2961786813195187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
